@timestamp,@message,SERVER,IP,USER,DATE,METHOD,STATUS,LATENCY
2022-01-13 00:56:35.392,https://www.toctoc.com/ 181.72.149.96 - anonymus [2022-01-12 21:54:43] [GET /propiedades/compranuevo/casa/molina/1791515/ HTTP/1.0] 200 281 ms,https://www.toctoc.com/,181.72.149.96,anonymus,2022-01-12 21:54:43,GET /propiedades/compranuevo/casa/molina/1791515/ HTTP/1.0,200,281
2022-01-13 00:56:35.332,https://www.toctoc.com/ 69.162.124.237 - anonymus [2022-01-12 21:54:43] [GET /resultados/mapa HTTP/1.0] 200 94 ms,https://www.toctoc.com/,69.162.124.237,anonymus,2022-01-12 21:54:43,GET /resultados/mapa HTTP/1.0,200,94
2022-01-13 00:56:35.270,https://www.toctoc.com/ 190.160.125.28 - anonymus [2022-01-12 21:54:43] [GET /home/index HTTP/1.0] 200 347 ms,https://www.toctoc.com/,190.160.125.28,anonymus,2022-01-12 21:54:43,GET /home/index HTTP/1.0,200,347
2022-01-13 00:56:35.174,https://www.toctoc.com/ 191.116.170.84 - anonymus [2022-01-12 21:54:42] [GET /home/index HTTP/1.0] 200 430 ms,https://www.toctoc.com/,191.116.170.84,anonymus,2022-01-12 21:54:42,GET /home/index HTTP/1.0,200,430
2022-01-13 00:56:35.128,https://www.toctoc.com/ 201.189.98.106 - anonymus [2022-01-12 21:54:40] [GET /propiedades/compranuevo/departamento/talca/1454573/ HTTP/1.0] 200 414 ms,https://www.toctoc.com/,201.189.98.106,anonymus,2022-01-12 21:54:40,GET /propiedades/compranuevo/departamento/talca/1454573/ HTTP/1.0,200,414
2022-01-13 00:56:32.420,https://www.toctoc.com/ 201.241.222.54 - anonymus [2022-01-12 21:54:31] [GET /home/index HTTP/1.0] 200 446 ms,https://www.toctoc.com/,201.241.222.54,anonymus,2022-01-12 21:54:31,GET /home/index HTTP/1.0,200,446
2022-01-13 00:56:32.269,https://www.toctoc.com/ 190.101.35.106 - anonymus [2022-01-12 21:54:18] [GET /resultados/mapa HTTP/1.0] 200 104 ms,https://www.toctoc.com/,190.101.35.106,anonymus,2022-01-12 21:54:18,GET /resultados/mapa HTTP/1.0,200,104
2022-01-13 00:56:32.226,https://www.toctoc.com/ 66.102.8.220 - anonymus [2022-01-12 21:54:18] [GET /propiedades/compranuevo/casa/buin/1906984/ HTTP/1.0] 200 698 ms,https://www.toctoc.com/,66.102.8.220,anonymus,2022-01-12 21:54:18,GET /propiedades/compranuevo/casa/buin/1906984/ HTTP/1.0,200,698
2022-01-13 00:56:29.603,https://www.toctoc.com/ 190.22.36.168 - anonymus [2022-01-12 21:54:05] [GET /home/index HTTP/1.0] 200 614 ms,https://www.toctoc.com/,190.22.36.168,anonymus,2022-01-12 21:54:05,GET /home/index HTTP/1.0,200,614
2022-01-13 00:56:29.455,https://www.toctoc.com/ 45.4.2.114 - anonymus [2022-01-12 21:54:01] [GET /resultados/mapa HTTP/1.0] 200 82 ms,https://www.toctoc.com/,45.4.2.114,anonymus,2022-01-12 21:54:01,GET /resultados/mapa HTTP/1.0,200,82
2022-01-13 00:56:29.407,https://www.toctoc.com/ 201.189.98.106 - anonymus [2022-01-12 21:54:01] [GET /home/index HTTP/1.0] 200 353 ms,https://www.toctoc.com/,201.189.98.106,anonymus,2022-01-12 21:54:01,GET /home/index HTTP/1.0,200,353
